name,link,price,price_currency,mileage,fuel_type,year,gearbox,horsepower,location,image_url,engine_capacity
Mercedes-Benz Klasa G 55 AMG,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-g-mercedes-benz-g55-amg-niski-przebieg-7-osobowy-import-japonia-ID6Gqfhd.html,199 999,PLN,143 115 km,Benzyna,2001 ,Automatyczna,354,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjM1cWZvNms1b3Y2NTItT1RPTU9UT1BMIn0.7J5o-Mcz3kflEbervg3lHiiQ5kPF9uWHQDAxqyepPD8/image;s=320x240,5 439 cm3
Volkswagen Polo,https://www.otomoto.pl/osobowe/oferta/volkswagen-polo-nowy-rozrzad-doinwestowany-ID6Gk8q4.html,3 500,PLN,193 688 km,Benzyna,2006 ,Manualna,64,Chorzów (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjJrdndyeHN0cW9teDItT1RPTU9UT1BMIn0.DnHyMf8_jkwl9UdfJ-vl-U4oICx7ROcfLhm0BazGPn8/image;s=320x240,1 198 cm3
Ford S-Max 2.0 FF Titanium,https://www.otomoto.pl/osobowe/oferta/ford-s-max-7-osob-full-ID6GDc13.html,25 600,PLN,171 000 km,Benzyna,2008 ,Manualna,145,Płock (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InkxaHdrdWhua2c1Ny1PVE9NT1RPUEwifQ.66UVCZZDSpS3ZJT82dwfWgD46Bk73z_Tra67sr33Pqg/image;s=320x240,1 999 cm3
BMW Seria 3 316i,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-bmw-e36-316i-sedan-bezowe-wnetrze-skora-klima-czysta-seria-ID6GDbZP.html,13 900,PLN,226 000 km,Benzyna,1996 ,Manualna,102,Płock (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjdxaTZ2ZWxvcHFtYzMtT1RPTU9UT1BMIn0.3lyGa03qRv6zQuA2M4JfwJLYmnhnm3ykO65-SA93Qs8/image;s=320x240,1 596 cm3
Mitsubishi Lancer 1.8 DI-D ClearTec Edition,https://www.otomoto.pl/osobowe/oferta/mitsubishi-lancer-super-stan-belgia-zarejestrowany-ID6GDc32.html,22 900,PLN,196 000 km,Diesel,2012 ,Manualna,116,Raków (Świętokrzyskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtheTN0a3FkNnV2ejEtT1RPTU9UT1BMIn0.l7r_ndUWtxV-EUm9VbwhakWtqa2M2T7Kbkyb69cCDug/image;s=320x240,1 798 cm3
Ford Kuga 1.5 EcoBoost FWD ST-Line,https://www.otomoto.pl/osobowe/oferta/ford-kuga-ford-kuga-2018-r-1-5-eb-150-km-wersja-st-line-ID6GDbSa.html,79 900,PLN,84 736 km,Benzyna,2018 ,Manualna,150,Nowy Sącz (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjE1OWw2ZGtzejA1czItT1RPTU9UT1BMIn0.36V3Fa_Tp7SvlNTGv-88sYL80IS7xFhVVMff-r1PEqQ/image;s=320x240,1 499 cm3
Chevrolet Camaro,https://www.otomoto.pl/osobowe/oferta/chevrolet-camaro-camaro-zl1-niepowtarzalny-bumblebee-automat-700km-15500km-w-wa-ID6GDbJK.html,404 670,PLN,15 500 km,Benzyna,2018 ,Automatyczna,453,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im0yZjdzdmp5aHllaDMtT1RPTU9UT1BMIn0.xjLlwxJCNxfqOL8CSOrLlyRyeAkpxDBVSZncPaM7RuA/image;s=320x240,6 162 cm3
Peugeot 308 1.6 THP Active,https://www.otomoto.pl/osobowe/oferta/peugeot-308-1-6benzyna125kmtylko-90tyskm-przebiegufull-ledauto-z-niemiec-ID6GDaCB.html,19 900,PLN,90 000 km,Benzyna,2014 ,Manualna,125,Wołów (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InR2Z3B5ejJ4ODZxNjEtT1RPTU9UT1BMIn0.KonR7wvaxGlVzTD3XZSUJ_GNNiyVv95c_NOjvBJASc8/image;s=320x240,1 598 cm3
BMW X1 sDrive18d,https://www.otomoto.pl/osobowe/oferta/bmw-x1-od-reki-2-0-150km-m-sport-dostep-komfortowy-reflektory-adapta-ID6GzPwy.html,211 300,PLN,1 km,Diesel,2024 ,Automatyczna,150,Chorzów (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InptcHNxYmNvaW1sZzMtT1RPTU9UT1BMIn0.j5Aiz8miVEYa4O2Hat4XObUPMhnGoXrFASVy98fw3hw/image;s=644x461,1 998 cm3
BMW X2,https://www.otomoto.pl/osobowe/oferta/bmw-x2-sdrive20i-m-sport-1-5-170km-harman-kardon-ogrzewanie-foteli-ID6GAbTl.html,223 700,PLN,1 km,Benzyna,2024 ,Automatyczna,170,Chorzów (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjdoNTN5MHcxcTBxdTItT1RPTU9UT1BMIn0.q-xoYBC0zsdvlgXfVDThxXwecRRjd2RDbDqJYnpP0yI/image;s=644x461,1 499 cm3
Mercedes-Benz CLK,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-clk-ID6GC83D.html,15 000,PLN,330 000 km,Diesel,2004 ,Automatyczna,170,Bolszewo (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImV1MmQ3d2V6aDRmdi1PVE9NT1RPUEwifQ.E2baa-ydUpUnphz_MEWt-1rLaORAWNpGLFBnUzCzn0k/image;s=320x240,2 685 cm3
Peugeot 308,https://www.otomoto.pl/osobowe/oferta/peugeot-308-ID6GC87d.html,53 900,PLN,103 700 km,Diesel,2019 ,Manualna,130,Gniezno (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inl4YzNhNTE0ZjA5MTEtT1RPTU9UT1BMIn0.BqVkGopCZVnUWOniRRM5n8oecOVm7DbMHVmf9ncoWoA/image;s=320x240,1 499 cm3
Audi Q3 Sportback,https://www.otomoto.pl/osobowe/oferta/audi-q3-sportback-najnizsza-cena-z-30-dni-177-469-ID6GzCYw.html,166 378,PLN,1 km,Benzyna,2024 ,Automatyczna,150,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjAxa3UzODJ5a21zeC1PVE9NT1RPUEwifQ.WpFqvTQyoCEwuAeabQ0e-SnpfIP5COAzZFgDqaJTMR4/image;s=644x461,1 498 cm3
Renault Trafic 1.6 dCi 115 Combi L1H1 Authentique,https://www.otomoto.pl/osobowe/oferta/renault-trafic-1-6-dci-116km-bezwypadkowy-9-osob-webasto-org-przebieg-zarejstrow-ID6FST2t.html,61 500,PLN,175 000 km,Diesel,2015 ,Manualna,116,Kołobrzeg (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImphZnBub2R0cnQ1ajItT1RPTU9UT1BMIn0.TgZ7ado5HJKjgbdCaNFNFu1P9xp9Ln8_Du-Xws05_98/image;s=320x240,1 598 cm3
Fiat Punto Evo,https://www.otomoto.pl/osobowe/oferta/fiat-punto-evo-punto-evo-1-4-benzyna-zadbany-ID6GC81W.html,17 500,PLN,194 000 km,Benzyna,2010 ,Manualna,77,Nowa Ruda (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImR5enc0enMyZmFnMS1PVE9NT1RPUEwifQ.0oGFlMME64WhxsmfeaRITIxZ-BDmRrHd_QjzBt4Cpp0/image;s=320x240,1 368 cm3
Peugeot RCZ 2.0 HDi,https://www.otomoto.pl/osobowe/oferta/peugeot-rcz-peugeot-rcz-2-0-hdi-bardzo-zadbany-ID6GC829.html,42 200,PLN,142 000 km,Diesel,2012 ,Manualna,163,Rumia (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9tMW1zeTEyempyOTEtT1RPTU9UT1BMIn0.Lb6ZUbggxPHUVgHiWEw4OMk82NPV8yDkYcK7G-V2bcs/image;s=320x240,1 997 cm3
Ford EDGE 2.0 EcoBlue Twin-Turbo 4WD ST-Line,https://www.otomoto.pl/osobowe/oferta/ford-edge-st-line-lift-full-led-kamera-bezwypadek-vat-23-ID6GC88g.html,126 690,PLN,78 000 km,Diesel,2020 ,Automatyczna,238,Legionowo (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InZra2prMnI3NjlsMjMtT1RPTU9UT1BMIn0.f99tzofecI35V7Xu4wllXFjD02TqwABug2dUXlIRyc4/image;s=320x240,1 997 cm3
Nissan Juke 1.2 DIG-T Dynamic Edition EU6,https://www.otomoto.pl/osobowe/oferta/nissan-juke-nissan-juke-polift-bogata-wersja-ID6GC80B.html,37 700,PLN,133 911 km,Benzyna,2014 ,Manualna,115,Gorzów Wielkopolski (Lubuskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inh2N2cwYXlpMm93ajMtT1RPTU9UT1BMIn0.URG5ik3tVCsgG8eqhFCa3UuY_ogM8-K-WW4px9AeKrU/image;s=320x240,1 197 cm3
Mitsubishi Outlander PHEV Intense +,https://www.otomoto.pl/osobowe/oferta/mitsubishi-outlander-mitsubishi-outlander-2-0-4wd-plug-in-hybrid-top-business-ID6GwMK8.html,93 000,PLN,88 500 km,Hybryda Plug-in,2017 ,Automatyczna,121,Szczecin (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InN2b2EweWJ2d3N0azItT1RPTU9UT1BMIn0.WefMxbIdNcvNRaVYxD2IkrenpNGt3eK8iU5Qsgr9CGQ/image;s=320x240,1 998 cm3
Mercedes-Benz CLK 320 Avantgarde,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-clk-clk-320-218km-amg-line-full-opcja-distronic-radar-stan-idealny-ID6Gv9a6.html,29 900,PLN,234 000 km,Benzyna,2003 ,Automatyczna,218,Gniezno (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJnZGpkdGtzeXk2YTItT1RPTU9UT1BMIn0.21NH83it2erZ-Q4f2q3tK0Zpar0rQNZfkJwoPlc0lk8/image;s=320x240,3 199 cm3
Audi Q3 Sportback,https://www.otomoto.pl/osobowe/oferta/audi-q3-sportback-cena-katalogowa-201-670-audi-perfect-lease-1-751-pln-mies-ID6GzCY7.html,171 420,PLN,1 km,Benzyna,2024 ,Automatyczna,150,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InpscWN0amRhbG9mNzEtT1RPTU9UT1BMIn0.UKd0QFvdYl5v6ydZmU6ot7OMXphDs5IunHpREHUmVYs/image;s=644x461,1 498 cm3
Audi A7 3.0 TDI Quattro S tronic,https://www.otomoto.pl/osobowe/oferta/audi-a7-3-0-diesel-300km-quattro-s-line-zamiana-ID6G9a1B.html,80 000,PLN,287 000 km,Diesel,2013 ,Automatyczna,245,Szczecin (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InpybmIxMDIzNXFpbjItT1RPTU9UT1BMIn0.-qfVhDQcZKZZuPHGhz6CK0UKIga6uj1Ogp2zk-MaLMQ/image;s=320x240,2 967 cm3
Ford EDGE,https://www.otomoto.pl/osobowe/oferta/ford-edge-st-performance-2-7-v6-335km-ID6Foo6v.html,119 900,PLN,78 700 km,Benzyna,2019 ,Automatyczna,335,Białystok (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imd5czZoeDNseG1mcy1PVE9NT1RPUEwifQ.U6Jr8WGwy9t5NZzkn_CyN5FjodMmU-ScT1-gjkZPx50/image;s=320x240,2 694 cm3
Mercedes-Benz Klasa E 220 d 4Matic 9G-TRONIC Avantgarde,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mercedese-220d-2021-2-0d-194km-4matic-ambiente-k-360-oryginal-favat23-ID6GxvDG.html,167 500,PLN,169 540 km,Diesel,2021 ,Automatyczna,194,Sokołów Podlaski (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJjY3gybzMydmQxdzItT1RPTU9UT1BMIn0.uP0rmpg0hjDxFwHH2QrK7RgOXc-euIlUqf43yMmAOhg/image;s=320x240,1 950 cm3
Volkswagen Passat 1.4 TSI BMT Comfortline,https://www.otomoto.pl/osobowe/oferta/volkswagen-passat-polski-salon-160km-1-4-tsi-bmt-comfrotline-ID6GC83A.html,38 500,PLN,200 000 km,Benzyna,2014 ,Manualna,160,Kamieniec (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijc4MnB5cmEydnNsbS1PVE9NT1RPUEwifQ.k9bpvMxT-1tYJKvYcYkNzXaEO_GCQohHyIOlVfpNzy4/image;s=320x240,1 390 cm3
Opel Karl 1.0 Enjoy,https://www.otomoto.pl/osobowe/oferta/opel-karl-zarejestrowany-w-pl-bardzo-zadbany-2-x-kola-grzane-fotele-klima-5-osob-ID6GC82Z.html,22 000,PLN,141 000 km,Benzyna,2016 ,Manualna,75,Krobia (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBmN3o0M3NzYWl2czEtT1RPTU9UT1BMIn0.N3P0EBgtKqSwt53UWphA9M1Z5q0zTqlwWO2aTTa4gUA/image;s=320x240,999 cm3
Peugeot 2008 PureTech 110 Stop&Start Crossway,https://www.otomoto.pl/osobowe/oferta/peugeot-2008-ID6GxkfA.html,32 300,PLN,128 555 km,Benzyna,2016 ,Manualna,110,Ostrołęka (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJmY29raHdqY3EwMTItT1RPTU9UT1BMIn0.0NN7Ws5Ty5w6XUvTjH6JvoEEZQkY014U-vY9SLwtSIk/image;s=320x240,1 199 cm3
Hyundai Tucson 2.0 Active / Style,https://www.otomoto.pl/osobowe/oferta/hyundai-tucson-niezawodny-hyundai-tucson-2-0-ID6GDbVi.html,21 500,PLN,172 000 km,Benzyna,2009 ,Manualna,141,Gdynia (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InN4ZjB0Y2FhcnB0cjItT1RPTU9UT1BMIn0.Zf4qjpgHQgYchXdIPicFuu4lsMwI8xhoIC1hrdvuNwY/image;s=320x240,1 975 cm3
Volkswagen Passat 1.6 TDI BMT Comfortline,https://www.otomoto.pl/osobowe/oferta/volkswagen-passat-1-6tdi-120km-led-xenon-navi-kamera-lift-zamiana-ID6GDbZw.html,38 900,PLN,220 000 km,Diesel,2018 ,Manualna,120,Ziębice (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImZieXVwYmd6OTlhdTEtT1RPTU9UT1BMIn0.Zi9UCplkpmmw9xC7z-WJjP79DpadR2pLPn0pnB7CNic/image;s=320x240,1 598 cm3
Volkswagen Polo,https://www.otomoto.pl/osobowe/oferta/volkswagen-polo-volkswagen-polo-1-0-fresh-zadbany-ID6GDbUT.html,39 000,PLN,86 000 km,Benzyna,2015 ,Manualna,75,Gdańsk (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InExaXF4Y2phOTU3ejEtT1RPTU9UT1BMIn0.xvjNyKVxU9I0SPnlJ2UW5sYZuj3_xxFtZy1iTEKYmQQ/image;s=320x240,999 cm3
Audi A4 2.0 TDI Multitronic,https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-2-0tdi-143km-automat-auto-prywatne-ID6GDbSy.html,28 900,PLN,285 000 km,Diesel,2008 ,Automatyczna,143,Żuromin (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxubXppMWR1cTRxazItT1RPTU9UT1BMIn0.ntUV1l294O9u1Y3ZFNs8eJ5z6qwRlCVC0ZA5uZE2-5A/image;s=320x240,1 968 cm3
Audi S4 3.0 TFSI Quattro S tronic,https://www.otomoto.pl/osobowe/oferta/audi-s4-s4-3-0-333-km-quattro-bogata-wersja-niski-przebieg-meeega-stan-ID6GDbVf.html,79 900,PLN,111 550 km,Benzyna,2015 ,Automatyczna,333,Żyrardów (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJxa3NldXB3Y2lxNTEtT1RPTU9UT1BMIn0.xdb52D1PzkByeZGb2Npl-G0AFInJmeeray6y60EdVKg/image;s=320x240,2 995 cm3
Mercedes-Benz Klasa C,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-ID6GDbWO.html,6 900,PLN,176 000 km,Diesel,2002 ,Automatyczna,143,Damice (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InE4b3RjaGJxbXdwcC1PVE9NT1RPUEwifQ.W17gszBlnykGU-fff8-89sj4uxdfWxxsCwxlPtFUDMo/image;s=320x240,2 148 cm3
Audi A6 2.7 TDI Multitronic,https://www.otomoto.pl/osobowe/oferta/audi-a6-ID6GDbXm.html,22 000,PLN, 320 km,Diesel,2007 ,Automatyczna,180,Wrocław (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inh6cHYzc3BkN2RycDItT1RPTU9UT1BMIn0.F573qubcLNdctCaeGNMiHiYubqeH46wHL_fy8BtfhE4/image;s=320x240,2 698 cm3
Volkswagen Golf 1.4 TSI Highline,https://www.otomoto.pl/osobowe/oferta/volkswagen-golf-golf-vi-1-4-ID6GDbWJ.html,21 900,PLN,244 000 km,Benzyna,2009 ,Manualna,122,Kalisz (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtvZ2RzaHJ2YTdrNjItT1RPTU9UT1BMIn0.dMJHfsQ1Gn0s0egwS7gP5AYKTkNpA5_LC-lYBtT5hjg/image;s=320x240,1 390 cm3
Skoda Fabia 1.2 HTP Classic,https://www.otomoto.pl/osobowe/oferta/skoda-fabia-pierwszy-wlasciciel-kupiony-w-polskim-salonie-ID6GDbVF.html,5 500,PLN,117 000 km,Benzyna,2003 ,Manualna,54,Bartoszyce (Warmińsko-mazurskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndsdGdndHMzMnJkdy1PVE9NT1RPUEwifQ.0sDQpjUNgs_CZ-aBoo5QMTzqkOz06Qe3QkBhuWokdqI/image;s=320x240,1 198 cm3
Volvo XC 60 D4 Drive-E Summum,https://www.otomoto.pl/osobowe/oferta/volvo-xc-60-zadbane-volvo-xc60-ID6GDbWi.html,74 500,PLN,166 500 km,Diesel,2015 ,Automatyczna,181,Kruszwica (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImdrcGYybWxrM2M5ZzItT1RPTU9UT1BMIn0.N7lhzMPD3jVdlrSgpkFEUhgwerL_2IHD-sRbeBdJpeg/image;s=320x240,1 969 cm3
Citroën DS3 1.6 THP SportChic,https://www.otomoto.pl/osobowe/oferta/citroen-ds3-bogata-wersja-skora-led-klima-grzane-fotele-subwoofer-hi-fi-audio-temp-ID6GDbbs.html,26 500,PLN,121 300 km,Benzyna,2011 ,Manualna,156,Łódź (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imhld2czenIyOGlhdTItT1RPTU9UT1BMIn0.IgQpPzNuxalJHNp6UL4znszBcuA69_hXTI82nS3aX1M/image;s=320x240,1 598 cm3
Audi A5 2.0 TDI Multitronic,https://www.otomoto.pl/osobowe/oferta/audi-a5-audi-a5-s-line-2-0-tdi-ID6GpGPH.html,46 900,PLN,203 000 km,Diesel,2010 ,Automatyczna,177,Leszno (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InpicTBoZ2F3MTJhdjMtT1RPTU9UT1BMIn0.i_kv2fcR0rMHlZGRIj981c_GFTipSQe0rVniElh84vw/image;s=320x240,1 968 cm3
Opel Astra III 1.8 Enjoy,https://www.otomoto.pl/osobowe/oferta/opel-astra-stan-bardzo-dobry-instalacja-gazowa-podgrzewane-siedzenia-ID6GC84W.html,10 800,PLN,306 608 km,Benzyna+LPG,2009 ,Manualna,140,Chwaszczyno (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InI1azVqN3JoM3lrYjMtT1RPTU9UT1BMIn0.89N8-7U5-gwIVOlcapj0AaNg_W0XjPg_g0hNv6_qrCo/image;s=320x240,1 796 cm3
Audi Q3 45 TFSI Quattro S Line S tronic,https://www.otomoto.pl/osobowe/oferta/audi-q3-s-line-17000-przebiegu-virtual-quattro-ID6GoHcK.html,139 999,PLN,17 000 km,Benzyna,2022 ,Automatyczna,245,Wieliczka (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijh4dmpnb3k5eXp3MjItT1RPTU9UT1BMIn0.E0vuSXpf4bqLLf3zoPkkPDc_dSF1ECZZVmG7JIFXANo/image;s=320x240,1 984 cm3
Volkswagen Golf 1.0 TSI Sound,https://www.otomoto.pl/osobowe/oferta/volkswagen-golf-oryginalny-potwierdzony-przebieg-43tys-ID6Gvng4.html,49 999,PLN,43 000 km,Benzyna,2018 ,Manualna,110,Olsztyn (Warmińsko-mazurskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im91YnVvMXF5ZmJpdjEtT1RPTU9UT1BMIn0.5tCD1VFdqkZleSoS_iMHzNwfW0IKKm4hKx39ixvKTDA/image;s=320x240,999 cm3
Ford Focus 1.5 TDCi Trend Sport,https://www.otomoto.pl/osobowe/oferta/ford-focus-zadbany-wyposazony-ford-focus-1-5-diesel-klima-gps-grzana-szyba-fotele-ID6Gzvf4.html,37 900,PLN,216 500 km,Diesel,2016 ,Manualna,120,Gdańsk (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InN3aTd3cTE2NnM4aTMtT1RPTU9UT1BMIn0.pVc64FqJh_svVK4VUVWcqHmOCcGAL5rbi8sKgpv2ZQQ/image;s=320x240,1 498 cm3
Audi Q2,https://www.otomoto.pl/osobowe/oferta/audi-q2-1-595zl-audi-perfect-lease-182-880-cena-katalogowa-ID6GzCXF.html,149 962,PLN,1 km,Benzyna,2024 ,Automatyczna,150,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ink0bGhqMWI2d3VvbTItT1RPTU9UT1BMIn0.t-aIaQEnbJMHU9ltKPnRQZCplo9MAcDSyzAHUZbSliU/image;s=644x461,1 498 cm3
Audi Q2,https://www.otomoto.pl/osobowe/oferta/audi-q2-1-633zl-audi-perfect-lease-187-210-cena-katalogowa-ID6GzCXs.html,153 512,PLN,1 km,Benzyna,2024 ,Automatyczna,150,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxhZjlvYTk1cW16ZC1PVE9NT1RPUEwifQ._q8iM0vUvirIi5kolZ_ABckRzLU58kwN9A3AfSXXHB4/image;s=644x461,1 498 cm3
Lexus IS 300h F Sport EU6,https://www.otomoto.pl/osobowe/oferta/lexus-is-zadbany-od-osoby-prywatnej-ID6GvORD.html,73 000,PLN,251 000 km,Hybryda,2013 ,Automatyczna,181,Mińsk Mazowiecki (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImI5OTdiNmNhcXd3bjEtT1RPTU9UT1BMIn0.XpVpPN2tCv3gjfuPTM_GZSMDVrnElEm0-sW-yiGtPaI/image;s=320x240,2 494 cm3
Kia Stonic 1.4 M,https://www.otomoto.pl/osobowe/oferta/kia-stonic-kia-stonic-1-4-100km-2019r-ID6GC83S.html,62 900,PLN,138 500 km,Benzyna,2019 ,Manualna,100,Katowice (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJtYnoyYzRoOGx4dDEtT1RPTU9UT1BMIn0.moHzf3F41FWRxRu7n7FVIUY2XF5f0z0Gv66eqF6bChc/image;s=320x240,1 368 cm3
BMW Seria 1 118i M Sport,https://www.otomoto.pl/osobowe/oferta/bmw-seria-1-bmw-118i-m-sport-niski-przebieg-29593-km-ID6GC82l.html,123 000,PLN,29 953 km,Benzyna,2021 ,Automatyczna,136,Bydgoszcz (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjNiNmlhY2J2ZXh4Yi1PVE9NT1RPUEwifQ.88XdIxHSRNDJwjNslcx5iE72BMacByZdQ6PrPiFzycw/image;s=320x240,1 499 cm3
Peugeot 508 2.2 HDi GT,https://www.otomoto.pl/osobowe/oferta/peugeot-508-gt-2-2-hdi-204ps-automat-masaze-keyles-el-klapa-full-serwis-ID6GC83n.html,39 900,PLN,216 000 km,Diesel,2011 ,Automatyczna,204,Bielany Wrocławskie (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im54d2JweWNwamx6ajMtT1RPTU9UT1BMIn0.sKWpa8Oa-PLhx7UypyqWSEPt3NW_BgBi0zAHVs2gcHA/image;s=320x240,2 179 cm3
Volkswagen Golf 2.0 TDI DPF Team,https://www.otomoto.pl/osobowe/oferta/volkswagen-golf-alufelgipanoramapdchak-ID6GC83O.html,26 999,PLN,221 000 km,Diesel,2010 ,Manualna,140,Radomsko (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InFtY2N6dzV6YjBxMDMtT1RPTU9UT1BMIn0.36yf5QHDVHZ53crfttd8RrASx2Igx_3J9r4383mUi70/image;s=320x240,1 968 cm3
Volkswagen Multivan,https://www.otomoto.pl/osobowe/oferta/volkswagen-multivan-2-5tdi-151ps-klimatronic-alusy-tempomat-wzorowy-ID6GrbmG.html,35 900,PLN,379 000 km,Diesel,2001 ,Manualna,151,Paczków (Opolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imt1cGU4aDR4aXc5MDMtT1RPTU9UT1BMIn0.kBjo2sIKvxK0wD4oIpz5GGA3gfFVGh_6JRAO5twJLZc/image;s=320x240,2 500 cm3
Ford Kuga 2.0 TDCi Titanium,https://www.otomoto.pl/osobowe/oferta/ford-kuga-kuga-navi-klima-panorama-tempomat-alu-czujniki-skora-stan-idealny-ID6GyEkW.html,35 900,PLN,239 300 km,Diesel,2009 ,Manualna,136,Bełżyce (Lubelskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFzdWdxZ3dkZmV1MzMtT1RPTU9UT1BMIn0.NnwyXR_ws7HwjbkUW5NQPKakxMzCZyMkooO3uUNtu4Y/image;s=320x240,1 997 cm3
Volkswagen Tiguan 1.4 TSI BlueMotion Technology Sport & Style,https://www.otomoto.pl/osobowe/oferta/volkswagen-tiguan-lift-serwisowany-klimatronik-tempomat-bluetooth-asystent-parkowania-ID6GDbUz.html,49 950,PLN,166 000 km,Benzyna,2014 ,Manualna,122,Konin (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InlweDV6OWM4bWFrMTEtT1RPTU9UT1BMIn0.NauTmCzCClk1nqc29rfjt04mWurm4DQMMVoPerebMCc/image;s=320x240,1 390 cm3
Volkswagen Polo,https://www.otomoto.pl/osobowe/oferta/volkswagen-polo-vw-polo-1-2-ID6GDbW6.html,4 500,PLN,191 000 km,Benzyna,2005 ,Manualna,54,Rabka-Zdrój (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im83YXh2dHoxZnF6Zy1PVE9NT1RPUEwifQ.TmvONORadS8cDp6893Xj9Era01CcD6VUNVR728VASVs/image;s=320x240,1 198 cm3
