name,link,price,price_currency,mileage,fuel_type,year,gearbox,horsepower,location,image_url,engine_capacity
BMW Seria 3 320d Touring Efficient Dynamics Edition Modern Line,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-xenon-led-duza-navi-professional-panorama-duzy-touchpad-bardzo-ladna-ID6GDbuT.html,44 999,PLN,199 000 km,Diesel,2013 ,Manualna,163,Dąbrowa Górnicza (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inp5aTh4bTF6OXl1di1PVE9NT1RPUEwifQ.u8RFmuTKcggSv8Zxhu3Sq15WpkUckeuB5o638-0HmKo/image;s=320x240,1 995 cm3
Volkswagen Golf VII 1.6 TDI BMT Trendline,https://www.otomoto.pl/osobowe/oferta/volkswagen-golf-volkswagen-golf-vii-ID6GC8eB.html,69 500,PLN,84 538 km,Diesel,2018 ,Manualna,90,Kielce (Świętokrzyskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZ0aDNzcHc1ZzAzZTMtT1RPTU9UT1BMIn0.IXx2XdmPMXGkqMlOSmHZdr8pd-legMz6E-Z4BTX8SWo/image;s=320x240,1 598 cm3
Mercedes-Benz Klasa E 220 T CDI DPF BlueEFFICIENCY 7G-TRONIC Avantgarde,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mb-klasa-e-w212-2-2-cdi-2012-rok-zarejestrowany-anglik-ID6GDc7I.html,28 900,PLN,189 000 km,Diesel,2012 ,Automatyczna,170,Zgorzelec (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InF0eG94bmFoOHNtaTEtT1RPTU9UT1BMIn0.BmQ0RLXQcTIgx4_VoOc0DL9QlWo2uaA_cz-e1FrGqxM/image;s=320x240,2 143 cm3
Opel Vectra 1.8 Cosmo,https://www.otomoto.pl/osobowe/oferta/opel-vectra-c-lift-1-8-122km-stan-perfekcyjny-jak-nowa-bogate-wyposazenie-zniemiec-ID6GDc7t.html,16 900,PLN,173 851 km,Benzyna,2006 ,Manualna,122,Mogilno (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Img0YW9mZjgzcnNkejItT1RPTU9UT1BMIn0.9kSqccXJLEh_RbBNjfZuTLtzLTG9rGcyTihrq_04xxk/image;s=320x240,1 796 cm3
Audi A4 2.0 TDI Quattro,https://www.otomoto.pl/osobowe/oferta/audi-a4-quattro-203tys-km-2-0tdi-xenon-stan-wzorowy-ID6GDc8q.html,58 900,PLN,200 000 km,Diesel,2014 ,Manualna,150,Wrocław (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImlkOHNmbXlucWtqNS1PVE9NT1RPUEwifQ.cqUsMhY-uyI-xdXE6BD-EIcbISx6r0Q7lcUOWqoKQKk/image;s=320x240,1 968 cm3
Toyota Yaris 1.5 Life,https://www.otomoto.pl/osobowe/oferta/toyota-yaris-toyota-yaris-3-fl-1-5-111km-polski-salon-toyoty-ID6GwWuJ.html,43 950,PLN,140 590 km,Benzyna+LPG,2017 ,Manualna,111,Tychy (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InkyejY2Z3Nzc3pkazMtT1RPTU9UT1BMIn0.OOYY30RJvriau5_usbTLPxTv6_dH1eQk2FUmoY_XRXM/image;s=320x240,1 496 cm3
Volvo XC 90 D5 AWD Momentum 7os,https://www.otomoto.pl/osobowe/oferta/volvo-xc-90-ID6GDc5v.html,109 900,PLN,207 000 km,Diesel,2016 ,Automatyczna,235,Łuków (Lubelskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im5ybDN1dmI1M2pkdC1PVE9NT1RPUEwifQ.MpQ8YSVgzX8XKIEEPQ8gXt3oXBxHw0hGTqU2YxCJ0jY/image;s=320x240,1 969 cm3
Honda CR-V 1.5 Lifestyle (Honda Connect+ / 7 os.) CVT,https://www.otomoto.pl/osobowe/oferta/honda-cr-v-honda-cr-v-1-5-193km-pl-serwis-aso-ID6GDc3g.html,125 500,PLN,89 062 km,Benzyna,2018 ,Automatyczna,193,Nowy Sącz (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InVheTIzYXF6NTdmMTEtT1RPTU9UT1BMIn0.FnLPdk-s-45p3lQIx0bab-IRLfPkBZwuBMdTmdPhSHA/image;s=320x240,1 498 cm3
BMW Seria 5,https://www.otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-523i-e39-2000r-wzorowy-stan-blacharski-auto-dla-kolekcjonera-ID6GC7OJ.html,28 900,PLN,270 500 km,Benzyna,2000 ,Automatyczna,170,Białystok (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InM1cGd5MGJhcGNydTMtT1RPTU9UT1BMIn0.6SvaQ4xJ7D1KEEofbN_s_NsXOV_ImXZX6IbqaJiMkU8/image;s=320x240,2 494 cm3
Volkswagen Golf Sportsvan VII SV 1.2 TSI BMT Trendline,https://www.otomoto.pl/osobowe/oferta/volkswagen-golf-sportsvan-volkswagen-golf-sportsvan-i-rej-2018-polski-salon-ID6GDaNl.html,52 900,PLN,147 000 km,Benzyna,2017 ,Manualna,110,Siekierki Wielkie (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijc5endxb3NtdWo4cDMtT1RPTU9UT1BMIn0.pMHX2RdjD7ru6t4NmR-o6ubGAwEB6e0vku8DjwZUYAo/image;s=320x240,1 197 cm3
Kia EV6,https://www.otomoto.pl/osobowe/oferta/kia-ev6-229-km-77-4-kwh-rwd-wersja-gt-line-pakiety-pompa-ciepla-fv23-ID6GzD0i.html,179 900,PLN,41 701 km,Elektryczny,2022 ,Automatyczna,229,Łódź (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ind3eWNlcTA4MWdkLU9UT01PVE9QTCJ9.t49PRfd_1n1TGjyS7jk3Fy48O_ZA0JZkGTUAY26KRfc/image;s=320x240,229 KM
BMW Seria 7 750Li xDrive sport,https://www.otomoto.pl/osobowe/oferta/bmw-seria-7-executive-lounge-harman-kardon-bmw-laserlicht-ID6GnzY7.html,319 900,PLN,82 164 km,Benzyna,2019 ,Automatyczna,530,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im1oMjhwNjJ0YmhjdTEtT1RPTU9UT1BMIn0.UPwePygpNOeUtdsOGiA60W5Oxvua7phYqpJl0yUPCP0/image;s=644x461,4 395 cm3
BMW Seria 7,https://www.otomoto.pl/osobowe/oferta/bmw-seria-7-adaptacyjny-reflektor-led-shadow-line-harman-kardon-ID6Gh6o2.html,279 900,PLN,70 334 km,Diesel,2020 ,Automatyczna,286,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImgwY2RhcnVibzhsdTMtT1RPTU9UT1BMIn0.gY32_gLDY0k_-BShlC7F0mjOOPEfYInAgAowJkmlZ2g/image;s=644x461,2 993 cm3
Seat Alhambra 2.0 TDI Ecomotive Style,https://www.otomoto.pl/osobowe/oferta/seat-alhambra-2-0-tdi-150-koni-7-osob-ID6GC8dc.html,33 900,PLN,67 000 km,Diesel,2018 ,Manualna,150,Ciechanów (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFxczJrYnV4cTNobzEtT1RPTU9UT1BMIn0.DwO12Y-oRVtlpWDqqL8qtNk0c5n5zOBvTfA3wOdFFIA/image;s=320x240,1 968 cm3
Opel Astra,https://www.otomoto.pl/osobowe/oferta/opel-astra-1-4turbo-led-6-biegow-super-stan-ID6GvRY1.html,36 900,PLN,213 000 km,Benzyna,2016 ,Manualna,125,Paczków (Opolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRxaXZuZHRjaG1jMi1PVE9NT1RPUEwifQ.UmwFAc8ZgHVerMDXlJVC3oV94W8qsM3AR01hyDejgZw/image;s=320x240,1 399 cm3
Mercedes-Benz CLS 320 CDI 7G-TRONIC,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cls-mercedes-cls-320-cdi-225km-full-opcja-gwarancja-stan-idealny-ID6Gt1I5.html,39 900,PLN,283 000 km,Diesel,2007 ,Automatyczna,224,Gniezno (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im52eHdvdGZzMjEwZC1PVE9NT1RPUEwifQ.tjXf8rfM_9Rs_RNrzFpdQ8aFiCbFrOqJ-mF48pZ_rJs/image;s=320x240,2 987 cm3
Mercedes-Benz Klasa V 250 d 9G-Tronic (d³ugi),https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-v-amg-fak-vat-23-aktywny-tempomat-led-ID6G3ef6.html,196 800,PLN,57 000 km,Diesel,2019 ,Automatyczna,190,Bielany Wrocławskie (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InY1ejY1bWFuMHBmejEtT1RPTU9UT1BMIn0.TDin-dyBNK3sRaaNXAlOfx8qX_sbkbhoLJcKNUxIOdY/image;s=320x240,1 950 cm3
Renault Talisman 1.8 TCe FAP Intens EDC,https://www.otomoto.pl/osobowe/oferta/renault-talisman-1-8-tce-intens-225km-salon-pl-automat-fv-23-4control-full-led-ID6GD9RL.html,81 900,PLN,71 200 km,Benzyna,2019 ,Automatyczna,225,Sokołów Podlaski (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImwyMnhhNDZzbGsyYzItT1RPTU9UT1BMIn0.aKjaBnl4Io8prrc5Nskg3mRzbf3KrFqNoG0SLzwDcpU/image;s=320x240,1 798 cm3
Skoda Superb 3.6 V6 4x4 DSG Elegance,https://www.otomoto.pl/osobowe/oferta/skoda-superb-3-6-260km-4x4-xenon-grzane-fotele-parktronic-alcantara-tempomat-serwis-ID6GDc2w.html,40 000,PLN,230 000 km,Benzyna,2010 ,Automatyczna,260,Radom (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNxejNjenJjdmJ2MTEtT1RPTU9UT1BMIn0.V4hwXKCqwZyXbvDvRdcy1E6DVfSX4hP9HVUvrVmmpP4/image;s=320x240,3 597 cm3
MINI Countryman Cooper S,https://www.otomoto.pl/osobowe/oferta/mini-countryman-sprzedam-mini-countryman-cooper-s-stan-idealny-ID6GBv7A.html,36 500,PLN,158 200 km,Benzyna,2011 ,Manualna,184,Wolbrom (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ims3ZmNvazlkMHRuaTEtT1RPTU9UT1BMIn0.Fab97yY9NYVYaJzAj1yg3QcjK6B-awVPvDf0DvwCdaQ/image;s=320x240,1 598 cm3
Skoda Octavia 2.0 TDI Ambition DSG,https://www.otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-2-0-150km-polski-salon-2018r-ID6GDc6g.html,55 000,PLN,183 000 km,Diesel,2018 ,Automatyczna,150,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InVxZGgwc2x0bzV2ZzItT1RPTU9UT1BMIn0.qAVz_aNdUnsfKE3m5w47gQw43_CkxOcnjLVi3ebC24A/image;s=320x240,1 968 cm3
BMW Seria 5 530d xDrive,https://www.otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-530d-xdrive-ID6GC8bo.html,65 000,PLN,208 000 km,Diesel,2012 ,Automatyczna,258,Puławy (Lubelskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxoOW5tNTdva2owNy1PVE9NT1RPUEwifQ.TGLwqAeP_OfTV8lEOSziTk3o-gTcsFw_qNdNj9cJymY/image;s=320x240,2 993 cm3
Fiat 500L 1.4 16V T-Jet Lounge,https://www.otomoto.pl/osobowe/oferta/fiat-500l-serwis-asofullopcjabezwypadkowysuperstan-ID6GDbxe.html,39 900,PLN,111 000 km,Benzyna,2016 ,Manualna,120,Bydgoszcz (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndtbTh3OW0yeXozejItT1RPTU9UT1BMIn0.OXqFt5COj_0ohX6M913MJXCX1XhPQ7OhCcrK6si8RH0/image;s=320x240,1 368 cm3
Renault Trafic T 1400 D T7BG,https://www.otomoto.pl/osobowe/oferta/renault-trafic-kamper-renault-trafic-zabudowa-rapido-roleta-solar-lazienka-ID6GDc5V.html,40 000,PLN,191 000 km,Diesel,1996 ,Manualna,75,Iłowa (Lubuskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtsdmkydTByb2s5ZzEtT1RPTU9UT1BMIn0.yM191BfD4tUg0jCHP0e_u9T0h421WN0Twnv8dHUU0OY/image;s=320x240,2 500 cm3
Mercedes-Benz Klasa C,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-mercedes-benz-c230-kompresor-automat-skora-gaz-ID6GDc43.html,19 500,PLN,258 000 km,Benzyna+LPG,2001 ,Automatyczna,197,Szczecin (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InFzbTR0bW1kZ3ZuZDItT1RPTU9UT1BMIn0.NLjOxbmGHuwXfhp1GSCxyy-w3--CyoTxjUSdjyFpl-k/image;s=320x240,2 799 cm3
Mercedes-Benz Klasa E 220 d 9G-TRONIC,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-polski-salon-faktura-vat-23-serwisowany-amg-panorama-ID6GDc0w.html,119 990,PLN,184 000 km,Diesel,2017 ,Automatyczna,195,Wrocław (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNyNGZ4ZHFsejhqeDEtT1RPTU9UT1BMIn0.eRNoggjDpWmmyUtvYPjBkI2KfH6rGz-umIhLYqrwfMU/image;s=320x240,1 950 cm3
Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Exklusiv,https://www.otomoto.pl/osobowe/oferta/opel-astra-1-6cdti-110km-ledy-navi-asystent-pasa-bezwypadkowa-zadbana-serwisowana-ID6GDbWZ.html,31 500,PLN,168 000 km,Diesel,2016 ,Manualna,110,Ziębice (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imp6YWtzOXNkNm5kaTItT1RPTU9UT1BMIn0.95y0647LA9Gbu5CifjE_AXDXGsgxMxoZ3WmlZiwAbMA/image;s=320x240,1 598 cm3
Nissan Juke 1.0 DIG-T N-Design,https://www.otomoto.pl/osobowe/oferta/nissan-juke-nawigacja-kamery-360-bose-keyless-go-alufelgi-19-full-opcja-ID6GDc4h.html,79 999,PLN,48 000 km,Benzyna,2020 ,Manualna,117,Szczecin (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNiZW9sYzYxNXV4cjEtT1RPTU9UT1BMIn0.9fTCJdQrssOOTHCqplYgE_3hC9vfq2tNGy8tkSjfdMY/image;s=320x240,999 cm3
Fiat Tipo 1.0 T3 Business Edition,https://www.otomoto.pl/osobowe/oferta/fiat-tipo-tipo-cross-nowy-full-led-kamery-ID6GDc6f.html,36 900,PLN,16 000 km,Benzyna,2023 ,Manualna,100,Września (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNzMTJ5YjI3ZW92dDMtT1RPTU9UT1BMIn0.S1kYoNE1N09jFKCckfLiWO3uaApykia9DizTilMtKoU/image;s=320x240,999 cm3
Renault Captur,https://www.otomoto.pl/osobowe/oferta/renault-captur-renault-caprur-2015-ID6GDc3D.html,38 900,PLN,161 000 km,Benzyna,2015 ,Manualna,90,Sieradz (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im1kZXFsZmphcjh1eS1PVE9NT1RPUEwifQ.TUsqkKI0nlF3aprnxsd4puw2Ktttcr3tIUL21C3apiA/image;s=320x240,898 cm3
Lexus GS 450h Prestige,https://www.otomoto.pl/osobowe/oferta/lexus-gs-lexus-gs-450h-swietne-auto-dla-wymagajacych-ID6GDc2F.html,43 000,PLN,263 000 km,Hybryda,2007 ,Automatyczna,295,Olsztyn (Warmińsko-mazurskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InRnNGlseDkyYjdxOTEtT1RPTU9UT1BMIn0.mzMjecGGriCDQYalGpuYVoX9qRg6f3HuYMd0smVxzDw/image;s=320x240,3 456 cm3
Peugeot 508,https://www.otomoto.pl/osobowe/oferta/peugeot-508-pierwszy-wlasciciel-od-nowosci-dwa-komplety-kol-garazowany-ID6GyFr8.html,39 000,PLN,165 000 km,Diesel,2012 ,Automatyczna,150,Kielce (Świętokrzyskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Indod3k1NG1rN3J6bjEtT1RPTU9UT1BMIn0.MmL7OviXwfG2XhszSwwJ2EpJIp17Cp1aVZwc6147IPY/image;s=320x240,1 997 cm3
Citroën C3 1.2 PureTech Shine S&S,https://www.otomoto.pl/osobowe/oferta/citroen-c3-citroen-c3-iii-1-2-110km-shine-s-s-2018-ID6GC84p.html,46 900,PLN,61 800 km,Benzyna,2018 ,Manualna,110,Leszno (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InRzMXYwYTA2ZmJ1MDMtT1RPTU9UT1BMIn0.1IvCa84oZOVhRjiuRbZa2APiQQkaYcN6DEn_4v2dMHc/image;s=320x240,1 199 cm3
Mercedes-Benz Klasa G AMG 63,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-g-pierwszy-wlasciciel-cudowny-stan-ID6GC8br.html,470 000,PLN,20 023 km,Benzyna,2015 ,Automatyczna,571,Odolanów (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndqYW94b3NrbjhyeC1PVE9NT1RPUEwifQ.95YYg60_pHPaxffXcjow102lV9MeCcoXJNMATnUrwbE/image;s=320x240,5 461 cm3
Volvo XC 90 T6 AWD Inscription 7os,https://www.otomoto.pl/osobowe/oferta/volvo-xc-90-volvo-xc90-t6-inscription-7os-ID6GC89Q.html,142 000,PLN,118 500 km,Benzyna,2018 ,Automatyczna,320,Przeźmierowo (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ind4cmtwNDRvcGM2NzMtT1RPTU9UT1BMIn0.wZlV53Bzmm9_j9UELY9OViIDUECrdklfIQF8hmVKENM/image;s=320x240,1 969 cm3
Toyota Yaris Hybrid 1.5 VVT-i Y20 Team Deutschland,https://www.otomoto.pl/osobowe/oferta/toyota-yaris-podgrzewane-fotele-reflektory-led-czarny-dach-alufelgi-tempomat-ID6GkWwd.html,57 000,PLN,30 000 km,Hybryda,2019 ,Automatyczna,73,Łapy (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjdwN2l0NXV5YWRrYTItT1RPTU9UT1BMIn0.fEhK4XGYAEZ_j1tIGeXtyLuLtuGPll9a4FEnBdT0874/image;s=320x240,1 497 cm3
Ford S-Max 2.0 TDCi Titanium,https://www.otomoto.pl/osobowe/oferta/ford-s-max-ford-s-max-2007-rok-140km-188tys-przebieg-7-osob-ID6GC88x.html,16 500,PLN,188 100 km,Diesel,2007 ,Manualna,140,Kargowa (Lubuskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZwbWFhY2lrZ2ZjeC1PVE9NT1RPUEwifQ.VXitINFH0SUNWyfRl9Af7p5A5xIXocFlFw0GiX30fuc/image;s=320x240,1 997 cm3
Volkswagen up!,https://www.otomoto.pl/osobowe/oferta/volkswagen-up-salon-polska-ID6GC8ar.html,32 499,PLN,23 000 km,Benzyna,2019 ,Manualna,60,Bochnia (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InM1NnhyMmN0cmx0YTMtT1RPTU9UT1BMIn0.Ejnpxf4Nnx4kz2Yj3-QYTOlL-Po3TK8VbqNYVVCd_Pc/image;s=320x240,999 cm3
Toyota Yaris Hybrid 100 Premium,https://www.otomoto.pl/osobowe/oferta/toyota-yaris-1-5-hybryda-automat-40-tys-przebieg-gwarancja-jak-nowa-ID6GC84j.html,54 900,PLN,40 517 km,Hybryda,2017 ,Automatyczna,74,Nowe Brzesko (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InN4eHptd3Fic29naDMtT1RPTU9UT1BMIn0.5PrZ4W3Io87FwbGwHV5FdiU4qjIBY8Bjbk3b7-iAtqo/image;s=320x240,1 497 cm3
Toyota Camry 2.5 Hybrid Comfort CVT,https://www.otomoto.pl/osobowe/oferta/toyota-camry-2-5177kmhybryda2019automatcomfortsalonplasokameraledfvvat23-ID6GzWWA.html,98 800,PLN,129 800 km,Hybryda,2019 ,Automatyczna,177,Rzeszów (Podkarpackie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InhkYXRhbnI3M2gyeTEtT1RPTU9UT1BMIn0.0V03xj2-QkebfH56CiYhG1pYMZp8i9jvmb1alCcKWZw/image;s=320x240,2 487 cm3
Nissan Juke,https://www.otomoto.pl/osobowe/oferta/nissan-juke-1-5dci-navi-kamera-alus-klimatronic-piekny-kolor-ID6GvDV7.html,28 900,PLN,187 000 km,Diesel,2013 ,Manualna,110,Paczków (Opolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjE0eXFxandyZnFsZC1PVE9NT1RPUEwifQ.oLLLekYebO111MiSaxPnzYZxAanFz3ZYDVLhu3kmx14/image;s=320x240,1 461 cm3
Mercedes-Benz Klasa C 220 d T 9G-TRONIC AMG Line,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-c220d-194km-amg-line-9g-tronic-premium-plus-gwarancja-stan-idealny-ID6GzobO.html,93 900,PLN,195 000 km,Diesel,2019 ,Automatyczna,194,Gniezno (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjJ1anlmeHk5dHdmbTEtT1RPTU9UT1BMIn0.EEcHSvGkfSb-g8KbUYdqgMsUJiNn51cKzxM76ckmUts/image;s=320x240,1 950 cm3
Cadillac Escalade,https://www.otomoto.pl/osobowe/oferta/cadillac-escalade-esv-awd-luxury-long-l-wlasciciel-w-pl-2-zestawy-opon-ID6GvvJj.html,265 000,PLN,189 000 km,Benzyna,2017 ,Automatyczna,426,Czersk (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imo2OWs1MjAzY3h3eTEtT1RPTU9UT1BMIn0.cPC2d5gAkvXlVxgNuYUfxQy4CaLaJJdxOpJ5f7i76G4/image;s=320x240,6 162 cm3
Toyota Corolla,https://www.otomoto.pl/osobowe/oferta/toyota-corolla-toyota-corolla-ID6GDbDv.html,8 500,PLN,176 874 km,Benzyna,2004 ,Manualna,110,Gdańsk (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ino2dHh0ZG41bTJ1YzMtT1RPTU9UT1BMIn0.ScOboOlP5uHhWPnY92VuSrV3kF_JmNeDFaxxY1xH1mA/image;s=320x240,1 598 cm3
Peugeot 3008 1.6 BlueHDi Style S&S,https://www.otomoto.pl/osobowe/oferta/peugeot-3008-3008-1-6-ehdi-ceglany-gt-line-unikat-ID6GDc0G.html,57 900,PLN,194 000 km,Diesel,2017 ,Manualna,120,Radom (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InRjeWV5aXViOXhwcjMtT1RPTU9UT1BMIn0.wcpucnz7VP5auKKiPpBXEYKYmJ5epndB6Ux3oRF0dc4/image;s=320x240,1 560 cm3
Skoda Octavia 2.0 TDI Ambition EU6,https://www.otomoto.pl/osobowe/oferta/skoda-octavia-pierwszy-wlasciciel-ID6Gu7O6.html,40 000,PLN,228 245 km,Diesel,2015 ,Manualna,150,Miechów (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImQxZHlsZnM2ZTRzNDEtT1RPTU9UT1BMIn0.1pvcWEnZLsSfRlIUZGr_iAbi6L0GGcj5qvx4CKxTztw/image;s=320x240,1 968 cm3
"Dodge Durango 5,7 R/T",https://www.otomoto.pl/osobowe/oferta/dodge-durango-dodge-durango-r-t-5-7-v8-hemi-4x4-6os-ori-lakier-skora-went-fotele-ID6GDc0T.html,185 000,PLN,95 520 km,Benzyna+LPG,2018 ,Automatyczna,365,Elbląg (Warmińsko-mazurskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im1lcHR5cnhvOXoyaDItT1RPTU9UT1BMIn0.zn_2ITzhZGvcGJSLTxf-5_S0cPBSW0EZ6KIb_A8_73g/image;s=320x240,5 645 cm3
Ford Mondeo 2.0 EcoBlue Titanium,https://www.otomoto.pl/osobowe/oferta/ford-mondeo-mk5-titanium-keyles-go-acc-led-hak-ID6GDc3K.html,59 000,PLN,194 600 km,Diesel,2019 ,Automatyczna,190,Wejherowo-Nanice (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImZzemZlems0a3RyMzEtT1RPTU9UT1BMIn0.LB-HT-Sl6vTSxnSe2iVIh2_2v_3ZEx-o4C473BqAd6o/image;s=320x240,1 997 cm3
Mercedes-Benz GLE 300 d 4-Matic,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gle-faktura-vat-23-amgsalon-polskakamera-4-matic-ID6GDbNi.html,249 900,PLN,94 000 km,Diesel,2020 ,Automatyczna,245,Myszków (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxlajlmMzluazdsMDEtT1RPTU9UT1BMIn0.BAw9SOqKj_Hbnwasc3uj3wMOV-RAvclCy97BSEBYPsE/image;s=320x240,1 950 cm3
Mercedes-Benz Klasa C 220 (BlueTEC) d 7G-TRONIC,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-mercedes-w205-ID6GCZh5.html,82 900,PLN,132 000 km,Diesel,2016 ,Automatyczna,170,Korycin (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imk3czFyejVrNHRndzEtT1RPTU9UT1BMIn0.qulV1hq5fHW03-7DNhhrqaQXQMP8DaMAADy5_N9bjGM/image;s=320x240,2 143 cm3
Mercedes-Benz Klasa A 45 S AMG 4-Matic 8G-DCT,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-a-pierwszy-wlasciciel-uzytkowany-prywatnie-ID6GC89h.html,181 500,PLN,95 000 km,Benzyna,2020 ,Automatyczna,421,Kraków (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imcxd296NmdkMGN6bDItT1RPTU9UT1BMIn0.i_x0IaVs-qwrgs6iL_B-SuYt14Jt-QgsiM8alYedfPc/image;s=320x240,1 991 cm3
Opel Corsa 1.4 16V 150 Jahre,https://www.otomoto.pl/osobowe/oferta/opel-corsa-lift-20121-4-benzynaspecial-editionskorapodgrz-kierownica-i-fotele-ID6GC7Z6.html,18 900,PLN,187 090 km,Benzyna,2012 ,Manualna,87,Bierutów (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjluaXFtd3V4NGQwcy1PVE9NT1RPUEwifQ.b8DhQ_OzuYXVs92Jie2nEFYotMPhtnjtKiUA0fMDoZ4/image;s=320x240,1 398 cm3
Mitsubishi Outlander,https://www.otomoto.pl/osobowe/oferta/mitsubishi-outlander-lpg-polski-salon-komplet-kol-zimowych-alu-ID6GAvAj.html,31 500,PLN,378 000 km,Benzyna+LPG,2012 ,Manualna,147,Oświęcim (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImlrbGdkNXN0aHdyMS1PVE9NT1RPUEwifQ.nTcWZZ3h27Io-T0QARAVwH2wbi6sGq8efP5Sjt2-6yU/image;s=320x240,1 998 cm3
